sequence,class
"[(0.0, 'calories_1', 35880.0), (0.0, 'bpm_1', 20340.0), (420.0, 'bpm_2', 14280.0), (1380.0, 'distance_1', 48060.0), (1380.0, 'steps_1', 48240.0), (1560.0, 'calories_2', 24000.0), (1590.0, 'wake', 660.0), (2250.0, 'light', 120.0), (2370.0, 'wake', 360.0), (2730.0, 'light', 3870.0), (6600.0, 'rem', 1470.0), (8070.0, 'light', 3810.0), (11880.0, 'deep', 270.0), (12150.0, 'light', 150.0), (12300.0, 'rem', 1530.0), (13830.0, 'light', 1920.0), (15750.0, 'rem', 270.0), (16020.0, 'light', 750.0), (16770.0, 'rem', 300.0), (17070.0, 'light', 330.0), (17400.0, 'rem', 1260.0), (18300.0, 'bpm_3', 17400.0), (18360.0, 'bpm_2', 25020.0), (18660.0, 'wake', 330.0), (18990.0, 'light', 2520.0), (20400.0, 'bpm_1', 13020.0), (21060.0, 'distance_2', 6300.0), (21060.0, 'steps_2', 6300.0), (21360.0, 'bpm_4', 16800.0), (21510.0, 'wake', 420.0), (21930.0, 'light', 150.0), (22080.0, 'SleepScore', 76.0), (24600.0, 'calories_3', 6420.0), (24732.0, 'Walk', 1177000.0), (26340.0, 'calories_2', 26880.0), (35400.0, 'distance_2', 7440.0), (35400.0, 'steps_2', 7440.0), (35880.0, 'bpm_3', 16140.0), (35940.0, 'calories_1', 34080.0), (39000.0, 'calories_3', 10200.0), (45060.0, 'bpm_1', 4920.0), (46020.0, 'bpm_4', 10680.0), (46860.0, 'bpm_2', 25140.0), (49620.0, 'distance_1', 22380.0), (49860.0, 'steps_1', 22140.0), (51960.0, 'distance_2', 8820.0), (51960.0, 'steps_2', 8820.0), (52080.0, 'bpm_3', 19860.0), (52175.0, 'Walk', 3174000.0), (53460.0, 'calories_2', 16200.0), (55500.0, 'calories_3', 5280.0), (59160.0, 'bpm_1', 7500.0), (64260.0, 'calories_3', 7740.0), (64920.0, 'distance_2', 6420.0), (64920.0, 'steps_2', 6420.0), (67200.0, 'bpm_4', 3360.0), (67228.0, 'Walk', 3021000.0)]",2
"[(0.0, 'calories_1', 26760.0), (0.0, 'bpm_1', 9600.0), (1620.0, 'calories_2', 6840.0), (1650.0, 'light', 900.0), (2550.0, 'rem', 330.0), (2880.0, 'light', 3990.0), (4800.0, 'bpm_3', 0.0), (4860.0, 'distance_1', 16320.0), (4860.0, 'steps_1', 16320.0), (4860.0, 'bpm_2', 0.0), (6870.0, 'rem', 270.0), (7140.0, 'light', 510.0), (7650.0, 'rem', 330.0), (7980.0, 'light', 60.0), (8040.0, 'wake', 960.0), (9000.0, 'light', 2220.0), (9660.0, 'bpm_1', 11040.0), (11220.0, 'deep', 300.0), (11520.0, 'light', 360.0), (11880.0, 'wake', 390.0), (12270.0, 'rem', 270.0), (12540.0, 'light', 120.0), (12660.0, 'wake', 1140.0), (13740.0, 'calories_2', 4980.0), (13800.0, 'light', 4170.0), (15120.0, 'bpm_2', 9660.0), (17970.0, 'wake', 810.0), (18480.0, 'calories_3', 23700.0), (18780.0, 'light', 300.0), (19080.0, 'wake', 300.0), (19380.0, 'light', 1800.0), (20760.0, 'distance_2', 11340.0), (20760.0, 'steps_2', 11340.0), (20880.0, 'bpm_3', 16680.0), (21120.0, 'bpm_4', 15600.0), (21180.0, 'rem', 3030.0), (21240.0, 'distance_1', 16260.0), (21240.0, 'steps_1', 16260.0), (23760.0, 'bpm_1', 10920.0), (23940.0, 'calories_2', 13800.0), (24210.0, 'SleepScore', 75.0), (28200.0, 'calories_1', 21900.0), (32760.0, 'distance_2', 8460.0), (32760.0, 'steps_2', 8460.0), (34440.0, 'bpm_2', 4620.0), (37560.0, 'distance_1', 19140.0), (37560.0, 'steps_1', 19140.0), (37620.0, 'bpm_3', 21540.0), (37800.0, 'calories_2', 27000.0), (38880.0, 'bpm_4', 15900.0), (39656.0, 'Walk', 1690000.0), (41400.0, 'bpm_2', 6540.0), (43080.0, 'calories_3', 18300.0), (46920.0, 'bpm_1', 5160.0), (47280.0, 'distance_2', 10440.0), (47280.0, 'steps_2', 8460.0), (51540.0, 'calories_1', 13200.0), (54960.0, 'bpm_2', 6480.0), (56160.0, 'bpm_4', 15420.0), (56580.0, 'bpm_1', 4560.0), (56940.0, 'distance_1', 14940.0), (56940.0, 'steps_1', 14940.0), (59700.0, 'bpm_3', 12240.0), (61260.0, 'distance_2', 9180.0), (61260.0, 'steps_2', 9180.0), (61440.0, 'calories_3', 10560.0), (61877.0, 'Walk', 6298000.0), (70620.0, 'bpm_1', 120.0), (72000.0, 'bpm_2', 0.0)]",2
"[(0.0, 'calories_1', 38820.0), (0.0, 'bpm_1', 35100.0), (660.0, 'distance_1', 26100.0), (660.0, 'steps_1', 16560.0), (870.0, 'rem', 450.0), (1320.0, 'calories_2', 19500.0), (1320.0, 'wake', 660.0), (1980.0, 'light', 360.0), (2100.0, 'bpm_2', 15720.0), (2160.0, 'bpm_3', 11340.0), (2340.0, 'wake', 990.0), (3330.0, 'light', 510.0), (3840.0, 'deep', 450.0), (4290.0, 'light', 1740.0), (6030.0, 'rem', 1170.0), (7200.0, 'light', 3990.0), (8700.0, 'bpm_4', 120.0), (11190.0, 'rem', 930.0), (12120.0, 'light', 2400.0), (12420.0, 'calories_3', 5220.0), (14520.0, 'rem', 270.0), (14790.0, 'light', 870.0), (15660.0, 'rem', 480.0), (16140.0, 'light', 330.0), (16470.0, 'rem', 1020.0), (17490.0, 'wake', 510.0), (18000.0, 'light', 2550.0), (20550.0, 'deep', 270.0), (20700.0, 'bpm_2', 25920.0), (20820.0, 'light', 4500.0), (21720.0, 'steps_1', 15180.0), (21960.0, 'distance_2', 10380.0), (21960.0, 'steps_2', 10380.0), (22620.0, 'bpm_3', 14940.0), (22860.0, 'bpm_4', 4860.0), (25320.0, 'calories_2', 15960.0), (25320.0, 'wake', 210.0), (25448.0, 'Walk', 973000.0), (25530.0, 'SleepScore', 74.0), (25560.0, 'calories_3', 11160.0), (26820.0, 'distance_1', 26640.0), (33060.0, 'distance_2', 10860.0), (33060.0, 'steps_2', 10860.0), (36180.0, 'bpm_4', 7920.0), (37020.0, 'steps_1', 16440.0), (38287.0, 'Weights', 5512000.0), (38880.0, 'calories_1', 33000.0), (39780.0, 'calories_3', 7860.0), (40680.0, 'bpm_3', 11700.0), (44160.0, 'calories_2', 11520.0), (48420.0, 'bpm_2', 23580.0), (49920.0, 'distance_2', 8760.0), (49920.0, 'steps_2', 8760.0), (52430.0, 'Walk', 3328000.0), (52440.0, 'bpm_4', 4560.0), (53520.0, 'calories_3', 8820.0), (55680.0, 'distance_1', 16320.0), (55680.0, 'steps_1', 16320.0), (56520.0, 'bpm_3', 14280.0), (60840.0, 'bpm_1', 10740.0), (61380.0, 'calories_2', 10620.0), (65220.0, 'calories_3', 6420.0), (65520.0, 'distance_2', 5820.0), (65940.0, 'steps_2', 5400.0), (66240.0, 'bpm_4', 1800.0)]",1
"[(0.0, 'calories_1', 27540.0), (0.0, 'bpm_1', 10980.0), (240.0, 'distance_1', 51300.0), (240.0, 'steps_1', 51300.0), (1620.0, 'rem', 540.0), (1620.0, 'rem', 540.0), (1800.0, 'bpm_2', 23520.0), (2160.0, 'calories_2', 21000.0), (2160.0, 'wake', 1020.0), (2160.0, 'wake', 1020.0), (3180.0, 'light', 4200.0), (3180.0, 'light', 4200.0), (7380.0, 'wake', 720.0), (7380.0, 'wake', 720.0), (7860.0, 'calories_3', 5760.0), (8100.0, 'rem', 480.0), (8100.0, 'rem', 480.0), (8580.0, 'light', 390.0), (8580.0, 'light', 390.0), (8970.0, 'deep', 2580.0), (8970.0, 'deep', 2580.0), (10140.0, 'bpm_3', 12120.0), (11040.0, 'bpm_1', 11100.0), (11550.0, 'light', 1650.0), (11550.0, 'light', 1650.0), (13200.0, 'rem', 390.0), (13200.0, 'rem', 390.0), (13590.0, 'wake', 210.0), (13590.0, 'wake', 210.0), (13800.0, 'light', 180.0), (13800.0, 'light', 180.0), (13980.0, 'rem', 300.0), (13980.0, 'rem', 300.0), (14280.0, 'light', 2610.0), (14280.0, 'light', 2610.0), (16890.0, 'rem', 360.0), (16890.0, 'rem', 360.0), (17250.0, 'light', 1320.0), (17250.0, 'light', 1320.0), (18570.0, 'wake', 570.0), (18570.0, 'wake', 570.0), (19140.0, 'rem', 270.0), (19140.0, 'rem', 270.0), (19410.0, 'light', 1050.0), (19410.0, 'light', 1050.0), (20460.0, 'rem', 1650.0), (20460.0, 'rem', 1650.0), (21840.0, 'distance_2', 14640.0), (21840.0, 'steps_2', 14580.0), (22110.0, 'light', 2580.0), (22110.0, 'light', 2580.0), (22320.0, 'bpm_4', 10980.0), (22860.0, 'bpm_3', 27660.0), (23460.0, 'calories_2', 29640.0), (24690.0, 'rem', 630.0), (24690.0, 'rem', 630.0), (25320.0, 'SleepScore', 73.0), (25380.0, 'calories_3', 17640.0), (25730.0, 'Walk', 1127000.0), (28140.0, 'calories_1', 25680.0), (30840.0, 'bpm_2', 18900.0), (33360.0, 'bpm_1', 0.0), (34740.0, 'bpm_4', 10980.0), (41220.0, 'distance_2', 9840.0), (41220.0, 'steps_2', 10560.0), (43260.0, 'bpm_1', 9180.0), (44700.0, 'calories_3', 27300.0), (49860.0, 'bpm_4', 10380.0), (49920.0, 'bpm_2', 18660.0), (50580.0, 'bpm_3', 21420.0), (51600.0, 'distance_2', 8760.0), (51840.0, 'steps_2', 8520.0), (51900.0, 'distance_1', 20100.0), (51900.0, 'steps_1', 20100.0), (53640.0, 'calories_2', 18300.0), (55222.0, 'Walk', 4045000.0), (57120.0, 'bpm_1', 8700.0), (64140.0, 'calories_1', 7680.0), (64860.0, 'distance_2', 5520.0), (64860.0, 'steps_2', 5520.0), (66300.0, 'bpm_4', 4740.0)]",1
"[(0.0, 'calories_1', 38160.0), (0.0, 'bpm_2', 32340.0), (300.0, 'calories_2', 18000.0), (960.0, 'calories_3', 6120.0), (1320.0, 'wake', 300.0), (1620.0, 'bpm_3', 13080.0), (1620.0, 'light', 1020.0), (1920.0, 'bpm_4', 1560.0), (1980.0, 'distance_1', 18240.0), (1980.0, 'steps_1', 18240.0), (2640.0, 'deep', 2340.0), (3780.0, 'bpm_1', 0.0), (4980.0, 'light', 120.0), (5100.0, 'rem', 540.0), (5640.0, 'light', 300.0), (5940.0, 'wake', 1260.0), (7200.0, 'light', 480.0), (7680.0, 'deep', 1890.0), (9570.0, 'light', 1740.0), (11310.0, 'rem', 990.0), (12300.0, 'light', 330.0), (12630.0, 'wake', 390.0), (13020.0, 'light', 2040.0), (14100.0, 'bpm_1', 18600.0), (15060.0, 'deep', 300.0), (15360.0, 'light', 1320.0), (16680.0, 'wake', 510.0), (17190.0, 'light', 3840.0), (21030.0, 'rem', 1320.0), (21720.0, 'distance_1', 24840.0), (21720.0, 'steps_1', 24780.0), (22320.0, 'bpm_3', 21120.0), (22350.0, 'light', 2130.0), (23820.0, 'calories_2', 23520.0), (24480.0, 'rem', 450.0), (24930.0, 'light', 840.0), (25770.0, 'wake', 300.0), (26070.0, 'light', 1590.0), (27060.0, 'bpm_4', 14040.0), (27240.0, 'distance_2', 4800.0), (27240.0, 'steps_2', 4800.0), (27660.0, 'rem', 2820.0), (30480.0, 'SleepScore', 73.0), (30540.0, 'calories_3', 25680.0), (33360.0, 'bpm_2', 34380.0), (34920.0, 'distance_2', 4620.0), (34920.0, 'steps_2', 4620.0), (41700.0, 'distance_2', 7260.0), (41700.0, 'steps_2', 7260.0), (42295.0, 'Sport', 1332000.0), (43500.0, 'calories_1', 27840.0), (43500.0, 'bpm_4', 9120.0), (46560.0, 'steps_1', 25440.0), (46740.0, 'distance_1', 25260.0), (47320.0, 'Sport', 1229000.0), (49980.0, 'bpm_3', 21300.0), (51600.0, 'bpm_1', 9120.0), (52800.0, 'calories_2', 19140.0), (53220.0, 'distance_2', 2940.0), (56160.0, 'steps_2', 0.0), (56820.0, 'calories_3', 15180.0), (61800.0, 'bpm_4', 10200.0), (62700.0, 'distance_2', 7620.0), (62700.0, 'steps_2', 7620.0)]",2
"[(0.0, 'calories_3', 180.0), (0.0, 'bpm_2', 31920.0), (120.0, 'calories_2', 22860.0), (420.0, 'calories_1', 31200.0), (660.0, 'wake', 150.0), (810.0, 'light', 30.0), (840.0, 'bpm_3', 19980.0), (840.0, 'deep', 3570.0), (2880.0, 'distance_1', 18060.0), (2880.0, 'steps_1', 19560.0), (4410.0, 'light', 60.0), (4470.0, 'rem', 2100.0), (6570.0, 'light', 2700.0), (9270.0, 'deep', 1050.0), (10320.0, 'light', 1020.0), (11340.0, 'rem', 960.0), (12300.0, 'light', 2010.0), (14310.0, 'deep', 270.0), (14580.0, 'light', 6540.0), (15840.0, 'bpm_1', 21420.0), (20640.0, 'distance_2', 180.0), (20640.0, 'steps_2', 180.0), (21120.0, 'wake', 390.0), (21510.0, 'light', 1080.0), (21660.0, 'distance_1', 20220.0), (22500.0, 'steps_1', 26940.0), (22590.0, 'rem', 1110.0), (23640.0, 'calories_2', 31140.0), (23700.0, 'wake', 1350.0), (23760.0, 'calories_3', 13020.0), (25050.0, 'light', 180.0), (25230.0, 'wake', 690.0), (25920.0, 'light', 120.0), (26040.0, 'wake', 300.0), (26340.0, 'light', 120.0), (26460.0, 'wake', 960.0), (27420.0, 'light', 60.0), (27480.0, 'rem', 330.0), (27810.0, 'light', 1350.0), (29160.0, 'wake', 300.0), (29460.0, 'light', 210.0), (29670.0, 'rem', 1380.0), (30900.0, 'distance_2', 11880.0), (30900.0, 'steps_2', 11760.0), (31050.0, 'wake', 330.0), (31140.0, 'bpm_3', 21660.0), (31380.0, 'light', 2460.0), (31680.0, 'calories_1', 25380.0), (33180.0, 'bpm_4', 9780.0), (33840.0, 'rem', 270.0), (34110.0, 'SleepScore', 76.0), (36440.0, 'Sport', 1741000.0), (36960.0, 'calories_3', 16920.0), (41940.0, 'distance_1', 13020.0), (42240.0, 'bpm_2', 27360.0), (42900.0, 'distance_2', 6840.0), (42900.0, 'steps_2', 6420.0), (43020.0, 'bpm_4', 7080.0), (43148.0, 'Aerobic Workout', 1177000.0), (44280.0, 'bpm_1', 14220.0), (49500.0, 'steps_1', 20220.0), (52380.0, 'distance_2', 13980.0), (52380.0, 'steps_2', 13980.0), (52860.0, 'bpm_3', 16860.0), (52980.0, 'bpm_4', 13620.0), (54840.0, 'calories_2', 17160.0), (55020.0, 'distance_1', 14700.0), (55920.0, 'calories_3', 15660.0), (66420.0, 'calories_1', 5400.0), (67620.0, 'bpm_1', 4380.0)]",3
"[(0.0, 'calories_1', 28620.0), (0.0, 'bpm_1', 21240.0), (60.0, 'bpm_2', 19620.0), (1200.0, 'calories_2', 45180.0), (1260.0, 'light', 3990.0), (4080.0, 'distance_1', 38460.0), (4080.0, 'steps_1', 38520.0), (5250.0, 'deep', 1110.0), (6360.0, 'light', 1710.0), (8070.0, 'wake', 240.0), (8310.0, 'light', 4710.0), (13020.0, 'wake', 210.0), (13230.0, 'light', 3420.0), (16650.0, 'rem', 4470.0), (20760.0, 'bpm_2', 24480.0), (20940.0, 'distance_2', 20220.0), (20940.0, 'steps_2', 20220.0), (21120.0, 'light', 570.0), (21480.0, 'bpm_3', 18900.0), (21540.0, 'bpm_4', 7140.0), (21690.0, 'rem', 1500.0), (23190.0, 'wake', 390.0), (23580.0, 'light', 510.0), (24090.0, 'wake', 240.0), (24330.0, 'SleepScore', 81.0), (24480.0, 'calories_3', 20160.0), (29100.0, 'bpm_1', 8280.0), (29760.0, 'calories_1', 35460.0), (34800.0, 'bpm_4', 8940.0), (40920.0, 'bpm_3', 10080.0), (42240.0, 'distance_2', 15060.0), (42240.0, 'steps_2', 14880.0), (42600.0, 'distance_1', 29400.0), (42660.0, 'steps_1', 29340.0), (44040.0, 'bpm_1', 4080.0), (44760.0, 'calories_3', 17820.0), (45660.0, 'bpm_2', 26220.0), (47160.0, 'calories_2', 24720.0), (48900.0, 'bpm_4', 6300.0), (50100.0, 'bpm_1', 19980.0), (51060.0, 'bpm_3', 20940.0), (61320.0, 'distance_2', 10200.0), (61320.0, 'steps_2', 8100.0), (62820.0, 'calories_3', 9180.0), (63240.0, 'bpm_4', 7380.0), (64115.0, 'Walk', 3737000.0)]",1
"[(0.0, 'calories_1', 27120.0), (0.0, 'bpm_1', 20520.0), (960.0, 'calories_2', 18720.0), (1020.0, 'wake', 300.0), (1260.0, 'distance_1', 17040.0), (1260.0, 'steps_1', 17040.0), (1320.0, 'light', 1860.0), (1920.0, 'bpm_2', 21780.0), (1980.0, 'bpm_3', 4740.0), (2040.0, 'bpm_4', 4920.0), (3180.0, 'deep', 360.0), (3540.0, 'light', 1320.0), (4860.0, 'wake', 840.0), (5700.0, 'light', 360.0), (6060.0, 'wake', 390.0), (6180.0, 'calories_3', 60.0), (6450.0, 'light', 1950.0), (8400.0, 'rem', 720.0), (9120.0, 'light', 30.0), (9150.0, 'wake', 330.0), (9480.0, 'light', 480.0), (9960.0, 'wake', 570.0), (10530.0, 'light', 2310.0), (12840.0, 'rem', 270.0), (13110.0, 'light', 240.0), (13350.0, 'rem', 960.0), (14310.0, 'light', 1380.0), (15240.0, 'bpm_3', 9120.0), (15690.0, 'deep', 510.0), (16200.0, 'light', 1920.0), (18120.0, 'rem', 390.0), (18510.0, 'light', 30.0), (18540.0, 'wake', 540.0), (19080.0, 'light', 720.0), (19320.0, 'distance_1', 20460.0), (19320.0, 'steps_1', 20460.0), (19800.0, 'rem', 450.0), (20250.0, 'light', 60.0), (20310.0, 'wake', 450.0), (20340.0, 'calories_2', 21360.0), (20640.0, 'bpm_1', 9480.0), (20760.0, 'light', 150.0), (20910.0, 'rem', 330.0), (20940.0, 'distance_2', 8940.0), (20940.0, 'steps_2', 8940.0), (21240.0, 'wake', 480.0), (21720.0, 'light', 240.0), (21960.0, 'rem', 1710.0), (22560.0, 'bpm_4', 15120.0), (23670.0, 'SleepScore', 68.0), (24420.0, 'calories_3', 24180.0), (30480.0, 'distance_2', 15660.0), (30480.0, 'steps_2', 15660.0), (34920.0, 'bpm_3', 19980.0), (38100.0, 'calories_1', 16140.0), (38580.0, 'bpm_2', 13440.0), (38880.0, 'bpm_1', 10080.0), (40140.0, 'distance_1', 17280.0), (40140.0, 'steps_1', 17100.0), (40320.0, 'bpm_4', 12600.0), (41760.0, 'calories_2', 29880.0), (49020.0, 'calories_3', 22920.0), (49620.0, 'distance_2', 17520.0), (49620.0, 'steps_2', 17520.0), (53880.0, 'bpm_1', 10920.0), (54960.0, 'bpm_4', 17040.0), (55140.0, 'bpm_3', 16800.0), (57060.0, 'bpm_2', 13380.0), (57300.0, 'steps_1', 14700.0), (57660.0, 'distance_1', 14340.0), (58765.0, 'Sport', 3788000.0), (60600.0, 'calories_1', 11400.0)]",0
"[(0.0, 'calories_2', 20700.0), (0.0, 'distance_1', 17100.0), (0.0, 'steps_1', 17100.0), (0.0, 'bpm_4', 720.0), (300.0, 'calories_3', 10500.0), (300.0, 'distance_2', 240.0), (300.0, 'steps_2', 240.0), (780.0, 'bpm_3', 17280.0), (840.0, 'bpm_2', 21840.0), (1020.0, 'bpm_1', 10440.0), (4440.0, 'calories_1', 22980.0), (4440.0, 'wake', 30.0), (4470.0, 'light', 1230.0), (5700.0, 'deep', 1590.0), (7290.0, 'rem', 1590.0), (8880.0, 'light', 330.0), (9210.0, 'rem', 1440.0), (10650.0, 'light', 1350.0), (11520.0, 'bpm_1', 18660.0), (12000.0, 'deep', 1800.0), (13800.0, 'light', 1170.0), (14970.0, 'wake', 270.0), (15240.0, 'light', 2430.0), (17670.0, 'rem', 330.0), (17820.0, 'distance_1', 27420.0), (17820.0, 'steps_1', 27540.0), (18000.0, 'light', 1050.0), (19050.0, 'rem', 1560.0), (20610.0, 'light', 750.0), (21360.0, 'wake', 540.0), (21420.0, 'calories_2', 29760.0), (21660.0, 'calories_3', 22380.0), (21900.0, 'light', 1440.0), (21960.0, 'distance_2', 6960.0), (21960.0, 'steps_2', 6960.0), (22740.0, 'bpm_3', 11880.0), (22800.0, 'bpm_4', 14520.0), (23340.0, 'wake', 1440.0), (24780.0, 'light', 510.0), (25290.0, 'SleepScore', 65.0), (29820.0, 'distance_2', 10020.0), (29820.0, 'steps_2', 10020.0), (30360.0, 'bpm_2', 16260.0), (33780.0, 'calories_1', 16440.0), (34920.0, 'bpm_1', 18600.0), (35040.0, 'bpm_3', 10080.0), (37380.0, 'bpm_4', 14220.0), (40980.0, 'distance_2', 17340.0), (40980.0, 'steps_2', 17340.0), (44580.0, 'calories_3', 27420.0), (45180.0, 'bpm_3', 13320.0), (45360.0, 'distance_1', 25260.0), (45540.0, 'steps_1', 25080.0), (48905.0, 'Weights', 1741000.0), (50940.0, 'bpm_2', 18600.0), (51480.0, 'calories_2', 19680.0), (54540.0, 'calories_1', 16920.0), (58140.0, 'bpm_1', 10380.0), (61260.0, 'bpm_3', 7860.0), (61320.0, 'bpm_4', 10680.0), (66660.0, 'distance_2', 5340.0), (66660.0, 'steps_2', 5340.0), (68723.0, 'Walk', 3533000.0)]",2
"[(0.0, 'calories_1', 35460.0), (0.0, 'bpm_1', 9240.0), (180.0, 'light', 1290.0), (1470.0, 'rem', 300.0), (1770.0, 'wake', 510.0), (2280.0, 'light', 630.0), (2910.0, 'deep', 2100.0), (3120.0, 'bpm_2', 11880.0), (4620.0, 'distance_1', 16620.0), (4620.0, 'steps_1', 16740.0), (5010.0, 'light', 1620.0), (6630.0, 'rem', 390.0), (7020.0, 'light', 570.0), (7590.0, 'rem', 270.0), (7860.0, 'light', 330.0), (8190.0, 'wake', 480.0), (8220.0, 'calories_2', 16920.0), (8670.0, 'light', 1680.0), (9300.0, 'bpm_1', 15360.0), (10350.0, 'deep', 1920.0), (12270.0, 'light', 120.0), (12390.0, 'wake', 1620.0), (14010.0, 'light', 2640.0), (16650.0, 'rem', 1950.0), (18600.0, 'light', 180.0), (18780.0, 'rem', 360.0), (19140.0, 'light', 840.0), (19980.0, 'rem', 930.0), (20910.0, 'light', 1410.0), (21300.0, 'distance_1', 27960.0), (21420.0, 'distance_2', 6960.0), (21420.0, 'steps_2', 5220.0), (21480.0, 'steps_1', 27840.0), (21540.0, 'bpm_2', 14100.0), (21600.0, 'bpm_3', 27240.0), (22320.0, 'rem', 1920.0), (24240.0, 'light', 360.0), (24600.0, 'SleepScore', 76.0), (24960.0, 'calories_3', 10620.0), (25800.0, 'bpm_4', 11580.0), (26280.0, 'calories_2', 25860.0), (33000.0, 'distance_2', 11640.0), (33000.0, 'steps_2', 11640.0), (35700.0, 'calories_3', 14640.0), (36000.0, 'bpm_1', 7260.0), (37320.0, 'calories_1', 34680.0), (39180.0, 'bpm_2', 12840.0), (40500.0, 'bpm_4', 8580.0), (49320.0, 'distance_1', 22440.0), (49620.0, 'steps_1', 22140.0), (49980.0, 'bpm_3', 21780.0), (51180.0, 'calories_3', 20580.0), (51300.0, 'distance_2', 8340.0), (51300.0, 'steps_2', 8340.0), (51300.0, 'bpm_4', 9720.0), (52440.0, 'calories_2', 19380.0), (52620.0, 'bpm_1', 5040.0), (54055.0, 'Sport', 5581000.0), (60540.0, 'bpm_2', 10980.0), (61560.0, 'bpm_1', 10440.0), (65520.0, 'bpm_4', 6180.0), (67020.0, 'distance_2', 4380.0), (67020.0, 'steps_2', 4380.0)]",2
"[(0.0, 'calories_1', 12000.0), (0.0, 'distance_1', 19500.0), (0.0, 'steps_1', 19500.0), (0.0, 'bpm_1', 11040.0), (60.0, 'bpm_2', 22080.0), (1290.0, 'light', 660.0), (1500.0, 'calories_2', 25320.0), (1950.0, 'rem', 390.0), (2340.0, 'light', 240.0), (2580.0, 'wake', 1320.0), (3540.0, 'calories_3', 0.0), (3900.0, 'light', 60.0), (3960.0, 'deep', 1620.0), (5580.0, 'light', 660.0), (6240.0, 'deep', 420.0), (6660.0, 'light', 420.0), (7080.0, 'rem', 1350.0), (8430.0, 'light', 4020.0), (11100.0, 'bpm_1', 17580.0), (12060.0, 'calories_1', 12660.0), (12180.0, 'calories_3', 6600.0), (12450.0, 'rem', 1050.0), (13500.0, 'light', 840.0), (14340.0, 'rem', 360.0), (14700.0, 'light', 30.0), (14730.0, 'wake', 540.0), (15270.0, 'light', 3180.0), (18450.0, 'wake', 510.0), (18960.0, 'light', 180.0), (19140.0, 'rem', 1320.0), (19920.0, 'distance_1', 16980.0), (19920.0, 'steps_1', 16980.0), (20460.0, 'light', 270.0), (20730.0, 'wake', 270.0), (21000.0, 'light', 240.0), (21240.0, 'distance_2', 16980.0), (21240.0, 'wake', 240.0), (21300.0, 'steps_2', 16920.0), (21480.0, 'light', 1620.0), (22200.0, 'bpm_3', 14460.0), (23100.0, 'wake', 420.0), (23520.0, 'light', 240.0), (23760.0, 'wake', 960.0), (24120.0, 'bpm_4', 8760.0), (24720.0, 'SleepScore', 74.0), (24840.0, 'calories_3', 19140.0), (26940.0, 'bpm_2', 23280.0), (27120.0, 'calories_2', 27960.0), (30240.0, 'calories_1', 9660.0), (34740.0, 'bpm_1', 9780.0), (36960.0, 'distance_1', 16380.0), (36960.0, 'steps_1', 14880.0), (36960.0, 'bpm_3', 15180.0), (41220.0, 'calories_1', 12600.0), (43020.0, 'bpm_4', 2280.0), (44700.0, 'distance_2', 14460.0), (44700.0, 'steps_2', 14460.0), (44940.0, 'calories_3', 27060.0), (48600.0, 'bpm_1', 4920.0), (52200.0, 'bpm_4', 10620.0), (52289.0, 'Run', 2611000.0), (54120.0, 'distance_1', 17880.0), (54952.0, 'Sport', 3072000.0), (58020.0, 'steps_1', 13980.0), (59520.0, 'bpm_3', 12480.0), (60540.0, 'bpm_2', 7740.0), (62880.0, 'bpm_1', 6420.0), (63120.0, 'calories_2', 8820.0), (63540.0, 'bpm_4', 7740.0), (64140.0, 'calories_1', 7500.0), (65100.0, 'distance_2', 5700.0), (65100.0, 'steps_2', 5700.0)]",0
